sample_id,noise_type,snr_db,system,used_enhancement,reference,hypothesis,wer,cer,duration_sec,avg_logprob
1089-134686-0000,pink,20,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes, and fat mutton pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.3256691328503869
1089-134686-0000,pink,20,adaptive,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered flower-fattened sauce.",0.17857142857142858,0.0379746835443038,10.435,-0.2992174528365911
1089-134686-0000,pink,10,raw,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered flower-fat and sauce.",0.17857142857142858,0.056962025316455694,10.435,-0.3173469893989109
1089-134686-0000,pink,10,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered, flower-fat and sauce.",0.25,0.06962025316455696,10.435,-0.33710817708855584
1089-134686-0000,pink,10,adaptive,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered flower-fat and sauce.",0.17857142857142858,0.056962025316455694,10.435,-0.3173469893989109
1089-134686-0000,pink,0,raw,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.3181437457480082
1089-134686-0000,pink,0,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out, thick, peppered, flower-fat and sauce.",0.32142857142857145,0.08860759493670886,10.435,-0.3317198507487774
1089-134686-0000,pink,0,adaptive,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out and thick peppered flower-fatened sauce.",0.17857142857142858,0.05063291139240506,10.435,-0.3181437457480082
1089-134686-0000,soundtrack,20,raw,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.26442206041379407
1089-134686-0000,soundtrack,20,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.37990008223624455
1089-134686-0000,soundtrack,20,adaptive,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in thick, peppered flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.37990008223624455
1089-134686-0000,soundtrack,10,raw,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flower-fattened sauce.",0.21428571428571427,0.04430379746835443,10.435,-0.24748468060385098
1089-134686-0000,soundtrack,10,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out, thick, peppered flower-fastened sauce.",0.2857142857142857,0.06962025316455696,10.435,-0.398504118124644
1089-134686-0000,soundtrack,10,adaptive,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out, thick, peppered flower-fastened sauce.",0.2857142857142857,0.06962025316455696,10.435,-0.398504118124644
1089-134686-0000,soundtrack,0,raw,False,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat button pieces to be ladled out in the thick, peppered, flower-fat and sauce.",0.2857142857142857,0.0949367088607595,10.435,-0.3068773048680003
1089-134686-0000,soundtrack,0,enhanced,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be a student prisoner, turn it some carrots and brew potatoes and fat button pieces to be ladled now, thick pepper and flour fat and sauce.",0.5357142857142857,0.24050632911392406,10.435,-0.6295291282035209
1089-134686-0000,soundtrack,0,adaptive,True,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,"He hoped there would be a student prisoner, turn it some carrots and brew potatoes and fat button pieces to be ladled now, thick pepper and flour fat and sauce.",0.5357142857142857,0.24050632911392406,10.435,-0.6295291282035209
1188-133604-0001,white,20,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"They unite every quality, and sometimes you will find me referring to them as colorists, sometimes as Keira's scurists.",0.2222222222222222,0.07894736842105263,9.04,-0.5615875441581011
1188-133604-0001,white,20,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,that you night every quality and sometimes you will find you referring to them as colorists. Sometimes the key are as curious.,0.5,0.22807017543859648,9.04,-0.6072027802467346
1188-133604-0001,white,20,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,that you night every quality and sometimes you will find you referring to them as colorists. Sometimes the key are as curious.,0.5,0.22807017543859648,9.04,-0.6072027802467346
1188-133604-0001,white,10,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find me referring to him as colorists, sometimes as cure-as-scurists.",0.2222222222222222,0.10526315789473684,9.04,-0.6880860608071089
1188-133604-0001,white,10,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,that you night every fall in. And sometimes we will find you referring to in this color. Sometimes it's your skill.,0.7222222222222222,0.38596491228070173,9.04,-0.7797688655555248
1188-133604-0001,white,10,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,that you night every fall in. And sometimes we will find you referring to in this color. Sometimes it's your skill.,0.7222222222222222,0.38596491228070173,9.04,-0.7797688655555248
1188-133604-0001,white,0,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,The unite every fallen. And sometimes we will find you the strength in this color. Sometimes as pure as pure as pure.,0.7777777777777778,0.42105263157894735,9.04,-0.8744827788323164
1188-133604-0001,white,0,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,And unite every poem. And sometimes we will find a re-print in the poet. Sometimes it's very scary.,0.6666666666666666,0.41228070175438597,9.04,-0.9547767139250233
1188-133604-0001,white,0,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"If you know it every time, and sometimes you will find a rope right in the pole, sometimes it's very scary.",0.7777777777777778,0.45614035087719296,9.04,-0.9652775009473165
1188-133604-0001,pink,20,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality, and sometimes you will find me referring to them as colorists, sometimes as Keira's scurists.",0.2777777777777778,0.08771929824561403,9.04,-0.5534444786608219
1188-133604-0001,pink,20,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.549735085717563
1188-133604-0001,pink,20,adaptive,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality, and sometimes you will find me referring to them as colorists, sometimes as Keira's scurists.",0.2777777777777778,0.08771929824561403,9.04,-0.5534444786608219
1188-133604-0001,pink,10,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality and sometimes you will find me referring to them as colorists, sometimes as key or scurists.",0.2777777777777778,0.07894736842105263,9.04,-0.5551632841428121
1188-133604-0001,pink,10,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.4529993246341574
1188-133604-0001,pink,10,adaptive,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality and sometimes you will find me referring to them as colorists, sometimes as key or scurists.",0.2777777777777778,0.07894736842105263,9.04,-0.5551632841428121
1188-133604-0001,pink,0,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality and sometimes you will find me referring to them as colorists, sometimes as Keira's cureists.",0.2222222222222222,0.08771929824561403,9.04,-0.629138692220052
1188-133604-0001,pink,0,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.4602335609238723
1188-133604-0001,pink,0,adaptive,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality and sometimes you will find me referring to them as colorists, sometimes as Keira's cureists.",0.2222222222222222,0.08771929824561403,9.04,-0.629138692220052
1188-133604-0001,soundtrack,20,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"The unite every quality, and sometimes you will find me referring to them as colorists, sometimes as Keira's curiouss.",0.2777777777777778,0.11403508771929824,9.04,-0.581116387920995
1188-133604-0001,soundtrack,20,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.5455151673020988
1188-133604-0001,soundtrack,20,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.5455151673020988
1188-133604-0001,soundtrack,10,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"the unite every quality, and sometimes you will find me referring to them as colorists, sometimes as curious curious.",0.2777777777777778,0.10526315789473684,9.04,-0.5438249664647239
1188-133604-0001,soundtrack,10,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.5305900409303862
1188-133604-0001,soundtrack,10,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality and sometimes you will find you referring to them as colorists, sometimes as key or as curious.",0.3888888888888889,0.14912280701754385,9.04,-0.5305900409303862
1188-133604-0001,soundtrack,0,raw,False,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that unite every quality, and sometimes you will find a refrain to them as colorists, sometimes as curious curious.",0.3888888888888889,0.15789473684210525,9.04,-0.5933815560170582
1188-133604-0001,soundtrack,0,enhanced,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that you know it every fall and sometimes you will find a reference in the colorless. Sometimes it's yours, girl.",0.7777777777777778,0.39473684210526316,9.04,-0.7416457315286
1188-133604-0001,soundtrack,0,adaptive,True,they unite every quality and sometimes you will find me referring to them as colorists sometimes as chiaroscurists,"that you know it every fall and sometimes you will find a reference in the colorless. Sometimes it's yours, girl.",0.7777777777777778,0.39473684210526316,9.04,-0.7416457315286
121-121726-0000,white,20,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby lovemaking may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.04807692307692308,8.46,-0.4473362977688129
121-121726-0000,white,20,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.4117647058823529,0.1346153846153846,8.46,-0.671197478082918
121-121726-0000,white,20,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the the technique season.",0.4117647058823529,0.1346153846153846,8.46,-0.671197478082918
121-121726-0000,white,10,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby lovemaking may be suspended, but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.41916844367980954
121-121726-0000,white,10,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love making napey suspended button, no stop.",0.5294117647058824,0.33653846153846156,8.46,-0.8014675549098423
121-121726-0000,white,10,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love making napey suspended button, no stop.",0.5294117647058824,0.33653846153846156,8.46,-0.8014675549098423
121-121726-0000,white,0,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular thing private, whereby I love making babies a standard, but you know, stop during the citrus season.",0.6470588235294118,0.375,8.46,-1.01379277088024
121-121726-0000,white,0,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular compiler, whereby not making a thesis, and it didn't but, no, stop.",0.7647058823529411,0.5096153846153846,8.46,-1.196930964787801
121-121726-0000,white,0,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular subscribing. And if I love making a thesis, I'm dead. But, no, stop.",0.8235294117647058,0.5865384615384616,8.46,-1.1980135202407838
121-121726-0000,pink,20,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby lovemaking may be suspended but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.4074019304028264
121-121726-0000,pink,20,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the techniques is in.",0.4117647058823529,0.1346153846153846,8.46,-0.6763337460302171
121-121726-0000,pink,20,adaptive,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby lovemaking may be suspended but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.4074019304028264
121-121726-0000,pink,10,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby lovemaking may be suspended but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.3987050696655556
121-121726-0000,pink,10,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the technique season.",0.35294117647058826,0.09615384615384616,8.46,-0.6963066676010689
121-121726-0000,pink,10,adaptive,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance, whereby lovemaking may be suspended but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.3987050696655556
121-121726-0000,pink,0,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby lovemaking may be suspended but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.4305298225237773
121-121726-0000,pink,0,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.29411764705882354,0.038461538461538464,8.46,-0.47183176555803846
121-121726-0000,pink,0,adaptive,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby lovemaking may be suspended but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.4305298225237773
121-121726-0000,soundtrack,20,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivents, whereby lovemaking may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.09615384615384616,8.46,-0.5286609868208567
121-121726-0000,soundtrack,20,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the technique season.",0.35294117647058826,0.09615384615384616,8.46,-0.7112152054905891
121-121726-0000,soundtrack,20,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular contrivance whereby love-making may be suspended, but not stopped during the techniques season.",0.35294117647058826,0.10576923076923077,8.46,-0.7155197039246559
121-121726-0000,soundtrack,10,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also, a popular cundrivens, where by love making may be suspended, but not stopped during the picnic season.",0.35294117647058826,0.08653846153846154,8.46,-0.538276203217045
121-121726-0000,soundtrack,10,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.4689320723215739
121-121726-0000,soundtrack,10,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance whereby love-making may be suspended, but not stopped during the picnic season.",0.23529411764705882,0.028846153846153848,8.46,-0.4689320723215739
121-121726-0000,soundtrack,0,raw,False,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,Also a popular contrivance Where by love making may be suspended But not stopped during the picnic season,0.11764705882352941,0.009615384615384616,8.46,-0.562493364016215
121-121726-0000,soundtrack,0,enhanced,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance. We're by love making babies a bit, but no, stop.",0.7058823529411765,0.4423076923076923,8.46,-0.8215834315006549
121-121726-0000,soundtrack,0,adaptive,True,also a popular contrivance whereby love making may be suspended but not stopped during the picnic season,"Also a popular contrivance. We're by love making babies a bit, but no, stop.",0.7058823529411765,0.4423076923076923,8.46,-0.8215834315006549
1221-135766-0002,white,20,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4457877664005055
1221-135766-0002,white,20,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prane less with hope and apprehension.,0.2727272727272727,0.08108108108108109,4.825,-0.6210602031034582
1221-135766-0002,white,20,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prane less with hope and apprehension.,0.2727272727272727,0.08108108108108109,4.825,-0.6210602031034582
1221-135766-0002,white,10,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.44242090337416706
1221-135766-0002,white,10,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prane last with hope and apprehension.,0.36363636363636365,0.10810810810810811,4.825,-0.8167096867280847
1221-135766-0002,white,10,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prane last with hope and apprehension.,0.36363636363636365,0.10810810810810811,4.825,-0.8167096867280847
1221-135766-0002,white,0,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope and apprehension.,0.2727272727272727,0.0945945945945946,4.825,-0.7265244796872139
1221-135766-0002,white,0,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,that they've thought that the pucker friend loves to pull it.,1.0,0.6351351351351351,4.825,-1.250646478989545
1221-135766-0002,white,0,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,that they thought that the pucker friend loves to pull it and act like that.,1.3636363636363635,0.6216216216216216,4.825,-1.2197831630706788
1221-135766-0002,pink,20,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester print less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.49000198021531105
1221-135766-0002,pink,20,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6167134116677677
1221-135766-0002,pink,20,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6167134116677677
1221-135766-0002,pink,10,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.47135364308076744
1221-135766-0002,pink,10,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6134773703182445
1221-135766-0002,pink,10,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6134773703182445
1221-135766-0002,pink,0,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.46396628548117247
1221-135766-0002,pink,0,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6242320116828469
1221-135766-0002,pink,0,adaptive,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.46396628548117247
1221-135766-0002,soundtrack,20,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.46422411413753734
1221-135766-0002,soundtrack,20,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prang less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6954019209917854
1221-135766-0002,soundtrack,20,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prang less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.6954019209917854
1221-135766-0002,soundtrack,10,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.4934718188117532
1221-135766-0002,soundtrack,10,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet they've thought that affected Hester Prank less with hope and apprehension.,0.5454545454545454,0.20270270270270271,4.825,-0.9089181925121107
1221-135766-0002,soundtrack,10,adaptive,True,yet these thoughts affected hester prynne less with hope than apprehension,Yet they've thought that affected Hester Prank less with hope and apprehension.,0.5454545454545454,0.20270270270270271,4.825,-0.9089181925121107
1221-135766-0002,soundtrack,0,raw,False,yet these thoughts affected hester prynne less with hope than apprehension,Yet these thoughts affected Hester Prin less with hope than apprehension.,0.18181818181818182,0.05405405405405406,4.825,-0.5508419485653148
1221-135766-0002,soundtrack,0,enhanced,True,yet these thoughts affected hester prynne less with hope than apprehension,that they thought that could have to print less with hope and action.,0.9090909090909091,0.4594594594594595,4.825,-0.8892104765948128
